trip_id,pickup_datetime,pickup_zone,vehicle_type,passenger_count,trip_distance_km,trip_duration_min,payment_method,fare_amount
TRP100780,2025-04-24 08:27:33,Suburb,Sedan,1,2.95,18.4,UPI,153.39
TRP111620,2025-01-26 05:32:33,Suburb,Sedan,1,5.95,22.3,Cash,255.67
TRP105607,2024-05-31 12:28:21,Airport,SUV,2,12.18,26.0,UPI,425.6
TRP105978,2025-03-07 19:29:48,Mall,Mini,2,2.56,10.9,UPI,75.04
TRP108843,2024-05-18 21:34:55,Suburb,Auto,1,4.85,21.7,UPI,111.21
TRP103747,2025-05-16 22:42:55,Residential,Sedan,2,6.43,10.1,Card,153.38
TRP102196,2025-04-14 20:54:29,Business District,Sedan,1,3.31,18.3,UPI,179.76
TRP108561,2024-03-11 20:20:17,Suburb,SUV,4,1.14,11.7,Wallet,225.69
TRP111919,2024-03-27 10:12:22,Mall,Sedan,2,5.52,24.9,UPI,231.19
TRP104285,2025-02-21 07:57:11,Residential,Auto,1,5.64,14.7,UPI,55.26
TRP108569,2024-04-28 03:33:55,Mall,Sedan,2,2.62,8.5,UPI,198.49
TRP106979,2024-01-02 08:28:14,Railway Station,Sedan,1,1.56,10.5,Card,147.7
TRP101827,2024-12-01 05:22:09,Residential,Sedan,4,3.19,14.1,Card,159.29
TRP109154,2025-01-05 03:14:54,Business District,Sedan,2,10.41,29.8,UPI,313.05
TRP111665,2025-05-11 06:49:03,Business District,SUV,5,4.21,15.3,UPI,211.32
TRP102376,2024-03-15 22:00:58,Business District,Auto,5,2.05,7.6,Card,30.0
TRP108551,2024-06-06 20:24:33,Railway Station,Sedan,1,8.58,25.7,Cash,254.52
TRP103839,2025-04-20 16:42:36,Business District,Sedan,1,4.18,15.3,Wallet,141.87
TRP101246,2025-04-14 11:11:32,Business District,Sedan,1,2.32,9.8,Wallet,130.37
TRP107504,2024-09-10 16:09:08,Railway Station,SUV,3,10.06,24.4,Wallet,345.22
TRP106511,2025-03-18 04:07:36,Suburb,Sedan,2,7.48,20.0,Card,245.66
TRP105439,2025-05-18 17:58:05,Business District,Mini,1,0.83,3.4,UPI,55.06
TRP111141,2025-04-08 12:45:36,Business District,Auto,1,4.61,12.1,UPI,89.65
TRP108964,2024-06-01 23:45:09,Suburb,Sedan,1,4.23,10.2,Wallet,246.96
TRP111720,2025-02-05 00:01:15,Business District,Auto,1,6.07,20.0,UPI,143.74
TRP105510,2025-04-19 20:20:34,Mall,SUV,1,3.41,17.6,UPI,255.74
TRP105330,2025-05-03 18:13:50,Residential,Sedan,2,3.24,24.2,Card,185.28
TRP104531,2024-01-17 06:38:52,Residential,Sedan,1,3.11,12.4,Cash,119.42
TRP100365,2024-10-10 07:07:11,Suburb,Auto,3,3.94,9.8,Cash,53.76
TRP105562,2024-12-14 05:36:02,Mall,Sedan,2,2.47,5.9,UPI,146.98
TRP100147,2024-05-07 17:32:34,Suburb,Mini,3,6.6,,Cash,196.7
TRP101668,2024-10-17 19:54:30,Business District,Auto,2,1.68,9.8,Card,74.97
TRP110663,2024-06-01 21:40:00,Mall,Mini,1,9.66,39.9,UPI,266.73
TRP107650,2024-06-28 00:02:31,Business District,Sedan,1,1.96,10.3,Cash,117.03
TRP108599,2025-06-28 12:45:35,Airport,Mini,1,6.54,15.7,UPI,238.27
TRP107788,2024-06-18 20:10:49,Mall,Sedan,2,3.07,16.7,Wallet,142.9
TRP103456,2024-01-17 20:49:11,Residential,Sedan,1,6.99,25.4,Wallet,223.77
TRP103271,2024-12-22 07:42:09,Residential,Mini,1,3.82,10.5,Cash,121.62
TRP104940,2025-04-16 19:16:33,Business District,Auto,3,3.18,12.8,UPI,70.22
TRP109223,2024-10-28 05:11:07,Suburb,Sedan,2,3.21,11.0,UPI,130.91
TRP106230,2024-03-28 01:59:49,Mall,Auto,4,5.42,15.0,UPI,147.3
TRP110734,2024-03-20 08:30:19,Mall,SUV,1,3.87,24.1,Card,259.58
TRP109779,2024-10-12 16:21:17,Business District,Mini,1,7.33,20.0,Card,203.59
TRP109047,2025-06-11 19:55:51,Railway Station,Sedan,1,2.61,19.9,Card,184.25
TRP103926,2024-03-24 20:30:33,Airport,Sedan,1,5.61,25.4,Wallet,281.84
TRP110517,2024-08-07 00:31:23,Business District,SUV,1,4.07,13.9,Cash,221.22
TRP108080,2024-03-14 20:44:03,Mall,Mini,1,1.9,14.0,UPI,122.37
TRP100078,2024-11-04 05:12:23,Mall,Mini,1,6.43,15.5,Wallet,193.57
TRP107088,2024-08-18 07:02:21,Residential,Mini,3,2.65,10.5,UPI,94.83
TRP102247,2024-03-26 00:37:44,Residential,Mini,1,6.72,18.6,Card,199.73
TRP109948,2024-04-23 17:18:03,Airport,SUV,3,13.41,54.9,Cash,605.4
TRP111993,2024-10-04 05:59:25,Suburb,Mini,3,1.38,15.9,Cash,116.19
TRP109987,2025-06-07 21:16:30,Residential,Sedan,1,1.99,13.8,Wallet,148.26
TRP107451,2024-11-03 16:39:24,Residential,Sedan,3,1.33,8.7,Card,65.84
TRP108980,2024-02-28 12:53:27,Residential,SUV,4,3.63,8.6,UPI,156.42
TRP102279,2025-02-20 15:31:46,Suburb,Mini,4,7.83,21.8,Cash,184.56
TRP108123,2024-04-23 19:51:55,Airport,Sedan,3,2.24,12.5,UPI,242.03
TRP103897,2024-06-14 18:40:54,Business District,Auto,3,0.63,10.8,UPI,56.35
TRP109838,2024-05-30 13:35:10,Suburb,Mini,5,3.45,15.4,Cash,90.17
TRP107177,2025-03-14 22:04:45,Railway Station,SUV,2,9.48,25.7,UPI,311.59
TRP109312,2024-03-25 23:58:04,Railway Station,SUV,1,2.97,7.2,Cash,180.47
TRP111400,2025-02-18 04:42:22,Business District,Sedan,1,3.76,12.2,Cash,185.57
TRP103631,2024-01-21 06:40:58,Airport,Auto,1,6.55,21.8,UPI,153.99
TRP110394,2024-05-20 11:43:12,Railway Station,Sedan,2,5.92,25.8,Cash,240.06
TRP106272,2024-02-01 00:32:19,Residential,SUV,1,4.56,15.8,UPI,241.85
TRP108616,2025-04-25 04:35:15,Suburb,Auto,1,9.82,25.9,Wallet,159.17
TRP100392,2024-07-19 11:54:24,Residential,Sedan,1,2.08,9.0,Cash,110.28
TRP103191,2025-01-01 08:06:59,Residential,SUV,4,3.2,12.2,Cash,205.6
TRP100016,2024-10-07 05:19:15,Residential,Auto,6,8.6,42.9,Cash,165.67
TRP104200,2024-07-06 19:33:48,Residential,Sedan,3,2.44,13.6,Cash,163.01
TRP102672,2024-04-12 10:25:55,Business District,Mini,2,5.22,23.7,Cash,170.19
TRP106164,2025-03-02 09:09:44,Residential,SUV,2,2.0,10.9,Card,153.55
TRP103493,2025-05-21 16:45:47,Suburb,Sedan,2,1.97,6.7,Card,81.23
TRP109651,2025-03-03 20:00:23,Business District,Sedan,4,1.55,15.0,UPI,141.95
TRP107394,2024-08-22 19:04:05,Residential,Auto,0,9.57,42.5,Card,164.69
TRP104839,2024-02-23 15:55:59,Suburb,Sedan,5,7.9,17.8,UPI,211.29
TRP100593,2025-06-18 20:17:39,Mall,Sedan,6,5.03,30.2,Card,291.76
TRP111228,2025-04-01 06:08:17,Mall,Sedan,2,12.85,41.0,UPI,302.28
TRP108737,2024-08-09 18:07:41,Business District,Mini,3,6.44,35.6,UPI,177.48
TRP105827,2024-06-29 07:34:53,Railway Station,Mini,1,6.36,19.0,Cash,138.11
TRP107961,2024-04-24 15:46:17,Residential,Sedan,4,8.31,18.4,Card,196.3
TRP105887,2025-02-10 10:26:57,Residential,Mini,3,4.65,16.7,Card,133.07
TRP102355,2024-08-12 17:28:41,Suburb,SUV,1,5.9,26.3,Wallet,356.26
TRP106036,2024-05-08 03:08:43,Mall,Mini,1,8.38,19.8,UPI,179.43
TRP104798,2024-11-21 15:48:59,Mall,Mini,2,7.71,18.6,UPI,146.46
TRP110424,2024-09-02 00:10:40,Business District,Mini,4,4.08,14.8,Card,146.24
TRP104592,2024-01-24 13:46:05,Mall,Mini,1,7.56,17.5,UPI,128.56
TRP108656,2024-12-19 05:26:22,Residential,Sedan,1,16.22,41.2,UPI,393.5
TRP100163,2024-08-09 21:17:36,Suburb,SUV,1,2.86,19.0,UPI,200.96
TRP111165,2024-04-23 11:49:07,Airport,SUV,1,8.92,26.8,Card,491.4
TRP111753,2024-04-21 18:26:20,Residential,Mini,2,11.61,42.2,Wallet,302.29
TRP111788,2025-04-04 01:33:22,Business District,Auto,2,4.81,17.3,Cash,123.77
TRP107380,2024-02-20 08:56:38,Suburb,Mini,1,3.07,17.3,Card,157.01
TRP110124,2024-10-07 01:45:18,Railway Station,Sedan,1,1.51,12.3,Card,147.67
TRP106356,2024-10-03 22:47:47,Business District,Auto,2,4.5,14.7,Card,91.34
TRP109092,2024-06-03 22:21:57,Railway Station,Sedan,4,8.18,18.1,UPI,200.68
TRP105542,2025-04-29 12:47:22,Residential,Mini,1,1.53,7.8,UPI,105.72
TRP106007,2024-08-04 13:54:36,Business District,Sedan,2,3.38,9.2,Card,115.42
TRP107993,2024-03-13 01:37:55,Mall,Sedan,2,1.86,10.0,Card,151.49
TRP107638,2024-12-08 18:03:48,Residential,Mini,1,4.84,23.0,UPI,167.24
TRP106793,2024-02-11 19:07:28,Business District,Mini,1,2.32,11.8,UPI,74.74
TRP107758,2025-05-14 08:54:30,Mall,Auto,5,4.81,25.1,Card,135.74
TRP104837,2025-02-20 14:23:48,Airport,Auto,1,2.35,10.7,UPI,134.15
TRP102293,2025-01-25 02:10:09,Business District,Mini,1,1.45,9.0,Card,142.84
TRP106548,2025-03-23 14:48:17,Airport,Sedan,1,2.25,11.3,Card,124.35
TRP107898,2025-06-07 15:04:54,Suburb,Mini,1,3.61,5.8,UPI,94.0
TRP104481,2024-09-13 00:06:47,Mall,Auto,3,2.76,10.5,Card,95.82
TRP103716,2024-05-16 17:40:30,Airport,Sedan,1,2.23,19.9,UPI,194.75
TRP106140,2025-06-10 08:26:07,Mall,Auto,2,4.77,20.7,UPI,84.39
TRP101549,2024-01-03 14:07:52,Suburb,Auto,1,7.56,25.9,Cash,86.88
TRP102044,2025-06-25 12:38:53,Mall,SUV,1,2.12,11.7,Card,148.01
TRP100767,2024-09-18 17:39:31,Airport,Auto,6,3.41,18.9,Cash,159.67
TRP105693,2024-02-11 04:23:18,Residential,SUV,3,3.22,9.7,Wallet,282.92
TRP107870,2024-12-20 09:49:38,Railway Station,Auto,2,4.47,23.9,Wallet,124.28
TRP109700,2024-03-09 10:16:19,Suburb,Mini,1,1.74,,UPI,73.75
TRP107857,2025-03-07 20:07:02,Business District,Mini,1,4.87,30.0,UPI,161.18
TRP103302,2024-05-29 16:15:25,Residential,Mini,3,2.47,10.1,UPI,82.57
TRP104517,2025-06-24 17:52:35,Business District,Sedan,1,3.01,15.0,UPI,188.46
TRP110935,2024-12-18 08:42:45,Residential,Sedan,5,4.64,34.7,UPI,222.46
TRP109743,2024-06-08 09:52:21,Suburb,SUV,1,1.72,11.4,Cash,165.26
TRP103292,2024-06-07 00:41:12,Suburb,SUV,6,4.57,14.7,UPI,241.78
TRP109011,2024-03-08 18:08:10,Suburb,Mini,1,2.9,15.7,UPI,123.69
TRP101403,2024-06-25 01:56:22,Mall,Sedan,2,6.25,16.6,Cash,186.65
TRP101382,2024-07-08 07:15:19,Airport,Auto,2,1.89,6.5,UPI,140.7
TRP106928,2024-02-08 11:43:32,Airport,Sedan,2,5.71,30.9,Cash,315.27
TRP105671,2024-09-26 20:55:50,Residential,Sedan,1,13.7,52.1,UPI,491.2
TRP101638,2024-04-09 13:33:17,Residential,Sedan,2,3.02,14.4,UPI,122.02
TRP111811,2025-02-22 16:51:05,Suburb,Sedan,1,4.66,12.5,Cash,136.76
TRP106907,2025-03-03 03:02:54,Residential,SUV,1,3.76,16.1,Cash,248.29
TRP108591,2024-10-18 00:57:50,Mall,Mini,2,13.1,31.0,Wallet,274.71
TRP106406,2025-05-21 19:38:21,Mall,Mini,2,3.7,17.5,Cash,105.81
TRP109074,2024-01-27 13:44:17,Suburb,SUV,3,2.46,5.5,UPI,142.33
TRP101179,2024-01-14 13:16:56,Residential,Sedan,2,14.9,34.3,UPI,347.02
TRP105448,2025-02-08 11:38:34,Airport,Mini,1,2.88,16.2,UPI,191.65
TRP105078,2024-10-03 22:13:09,Suburb,Sedan,1,3.69,11.7,UPI,136.82
TRP108648,2024-01-10 18:06:43,Business District,Sedan,3,2.98,13.0,UPI,160.9
TRP105175,2024-02-17 14:13:46,Suburb,Auto,3,4.27,15.9,Wallet,61.02
TRP100689,2025-03-03 07:30:22,Residential,SUV,1,3.94,10.3,Cash,196.36
TRP111325,2025-06-01 17:55:44,Business District,Auto,3,5.22,25.9,Card,123.27
TRP106525,2025-04-03 17:02:10,Railway Station,Auto,4,2.75,13.3,Card,50.38
TRP111841,2024-06-18 18:32:37,Residential,Sedan,3,5.04,20.2,Wallet,253.8
TRP106488,2024-10-30 16:41:11,Business District,Mini,2,1.94,7.4,UPI,104.38
TRP107154,2024-03-25 15:35:53,Mall,Mini,3,4.49,16.5,Card,148.74
TRP110146,2024-09-23 10:26:22,Suburb,SUV,1,1.61,13.1,UPI,203.98
TRP106610,2024-02-03 18:56:50,Business District,Auto,1,5.12,19.3,UPI,107.37
TRP110325,2024-09-30 17:07:59,Mall,Mini,1,19.78,64.3,Cash,438.37
TRP104349,2024-10-27 23:09:52,Mall,Auto,4,5.34,13.0,UPI,162.96
TRP101884,2024-04-08 00:03:50,Suburb,Auto,2,1.91,7.9,UPI,101.96
TRP110417,2024-03-18 01:27:02,Airport,Sedan,1,4.2,15.9,Cash,217.53
TRP102494,2024-04-22 03:26:04,Residential,Auto,1,15.52,38.5,UPI,242.96
TRP105947,2024-08-06 15:35:47,Residential,Mini,3,3.35,7.9,Cash,75.9
TRP103036,2024-03-25 07:33:36,Railway Station,Sedan,1,15.77,32.5,Cash,354.73
TRP105777,2024-04-15 17:27:16,Railway Station,SUV,3,14.16,52.3,UPI,626.71
TRP100845,2024-01-03 23:09:09,Suburb,Auto,3,10.8,25.9,UPI,215.03
TRP108734,2024-01-20 17:36:45,Airport,Sedan,1,5.41,34.5,Cash,333.27
TRP107967,2024-08-25 02:59:57,Suburb,SUV,2,3.73,18.4,Cash,253.06
TRP111142,2024-06-26 23:47:11,Business District,Mini,2,5.38,12.2,Cash,172.96
TRP107340,2024-06-10 18:07:19,Suburb,Mini,1,3.94,15.7,Cash,132.89
TRP110853,2024-01-14 08:54:57,Mall,Auto,1,6.49,32.7,Card,115.03
TRP109982,2024-11-21 03:25:41,Mall,SUV,4,1.92,9.9,UPI,167.9
TRP107137,2025-02-20 00:34:08,Suburb,Auto,3,4.61,19.5,UPI,124.57
TRP102964,2024-11-19 18:06:13,Residential,Sedan,4,1.41,13.7,Cash,132.62
TRP102529,2025-05-15 00:08:02,Residential,Mini,1,2.08,8.0,UPI,136.09
TRP105772,2025-05-28 23:40:18,Residential,Auto,2,3.94,14.4,Cash,110.15
TRP101048,2024-12-30 23:25:45,Mall,Sedan,1,6.52,20.9,Cash,227.58
TRP107045,2024-10-03 06:09:27,Railway Station,Mini,1,2.42,8.4,UPI,109.63
TRP101960,2025-06-23 18:39:55,Mall,Mini,2,2.21,14.5,Cash,112.1
TRP102530,2025-03-16 04:19:35,Business District,Auto,1,5.75,14.8,Cash,167.35
TRP108429,2024-02-08 20:35:46,Suburb,Sedan,1,9.02,30.4,Cash,303.21
TRP104917,2025-06-17 03:16:02,Business District,Mini,2,5.81,15.0,UPI,188.7
TRP109325,2024-12-16 07:02:33,Suburb,Sedan,1,3.68,16.6,Wallet,142.99
TRP105901,2024-04-12 14:01:14,Mall,Auto,4,1.79,6.9,UPI,61.3
TRP108286,2024-02-02 16:27:43,Business District,Sedan,2,5.08,15.1,UPI,180.42
TRP104259,2024-06-08 03:40:16,Railway Station,Sedan,1,7.0,16.4,UPI,327.28
TRP110333,2024-12-16 00:05:31,Railway Station,SUV,1,1.02,7.6,UPI,195.41
TRP105656,2025-02-06 01:11:02,Residential,Mini,1,4.24,12.0,UPI,134.47
TRP106097,2024-04-22 20:02:11,Mall,Sedan,4,1.81,8.7,Cash,124.33
TRP105907,2024-04-17 06:18:13,Railway Station,Mini,1,8.2,20.4,UPI,163.09
TRP107373,2024-07-10 07:04:22,Suburb,SUV,2,1.68,6.5,UPI,1371.6609456900467
TRP102978,2024-09-16 15:45:13,Mall,Mini,2,2.98,9.0,Wallet,135.27
TRP110683,2024-07-24 17:20:07,Business District,Sedan,1,2.46,17.2,Cash,144.51
TRP111212,2025-01-22 03:18:27,Suburb,Mini,1,13.62,38.9,UPI,306.47
TRP106721,2024-05-30 04:06:33,Mall,Sedan,2,18.42,37.8,Cash,434.19
TRP107842,2025-05-18 22:15:02,Suburb,Mini,3,2.7,14.9,Wallet,104.35
TRP108264,2024-07-06 17:40:04,Residential,Sedan,1,6.13,26.4,UPI,223.87
TRP110576,2024-09-01 19:16:48,Railway Station,Mini,3,5.53,37.6,Card,194.97
TRP103138,2024-09-26 21:29:51,Airport,SUV,2,4.54,21.2,UPI,318.56
TRP108325,2024-05-15 21:19:11,Railway Station,Auto,1,3.7,16.7,UPI,54.79
TRP111972,2024-09-20 20:40:17,Railway Station,Sedan,2,11.52,51.3,Cash,448.11
TRP101826,2025-06-21 13:47:13,Business District,Sedan,1,4.97,13.4,Cash,108.96
TRP105548,2024-07-12 16:19:14,Residential,Mini,2,3.01,17.8,UPI,85.34
TRP108785,2024-11-30 08:46:48,Airport,Sedan,4,4.96,28.2,UPI,228.49
TRP100560,2024-10-19 22:28:26,Residential,Sedan,1,4.14,15.2,Cash,163.82
TRP110620,2024-12-14 11:03:39,Residential,Auto,4,1.46,9.9,UPI,69.06
TRP108435,2024-04-09 05:23:03,Residential,Mini,1,5.17,,Card,164.73
TRP105435,2024-08-18 19:48:22,Mall,SUV,2,8.6,27.1,Card,399.85
TRP104437,2024-06-27 02:43:44,Residential,Mini,1,9.31,23.6,UPI,209.98
TRP108597,2025-01-24 18:25:49,Suburb,Sedan,1,4.97,25.8,UPI,192.45
TRP101442,2025-05-25 07:42:07,Residential,Mini,2,5.21,22.1,Card,153.08
TRP108453,2024-05-19 15:44:58,Business District,Sedan,1,9.73,29.4,Wallet,249.38
TRP104406,2024-06-25 12:04:34,Suburb,Sedan,3,3.13,8.9,Card,142.86
TRP111493,2024-05-06 01:55:34,Business District,Mini,1,2.92,11.6,UPI,119.55
TRP101689,2024-02-21 08:43:08,Business District,Mini,1,6.46,20.8,Wallet,151.71
TRP111901,2024-10-15 03:52:19,Business District,Sedan,1,3.48,15.9,Card,188.67
TRP110838,2025-03-04 20:27:30,Residential,Mini,3,3.27,12.8,Card,148.59
TRP105962,2024-02-24 07:58:27,Suburb,Mini,1,9.27,22.9,UPI,199.18
TRP102496,2025-04-30 01:08:27,Railway Station,Mini,4,2.56,7.5,Card,129.23
TRP109871,2024-10-15 00:18:04,Business District,Mini,4,4.0,17.3,Card,127.52
TRP100340,2024-12-12 14:49:35,Railway Station,SUV,2,4.1,12.2,Card,177.19
TRP102408,2024-01-15 12:16:30,Suburb,Sedan,1,23.51,46.3,UPI,485.67
TRP109793,2025-01-23 18:43:46,Residential,SUV,2,2.06,10.6,Cash,193.77
TRP110066,2025-05-04 01:39:24,Suburb,Mini,3,20.65,50.4,UPI,535.51
TRP105782,2024-12-03 05:49:11,Residential,SUV,4,4.33,10.0,Cash,268.9
TRP104576,2024-06-08 14:27:01,Airport,Mini,1,6.26,17.7,Cash,205.09
TRP103725,2024-02-29 16:58:04,Residential,Mini,1,5.85,17.9,UPI,134.53
TRP102785,2024-06-03 08:08:33,Railway Station,Auto,5,3.61,17.9,Card,85.62
TRP109715,2024-03-08 13:52:02,Residential,Sedan,1,6.85,25.5,UPI,188.98
TRP101012,2024-05-14 06:33:36,Residential,SUV,3,2.48,12.2,Card,145.83
TRP105280,2025-02-18 22:50:36,Residential,Sedan,1,3.07,11.3,UPI,121.58
TRP104895,2025-02-17 05:55:07,Airport,Sedan,1,4.47,14.9,UPI,290.51
TRP107121,2025-05-08 20:39:04,Residential,Auto,4,1.8,11.7,Wallet,75.31
TRP106549,2024-04-08 01:18:35,Mall,Mini,1,4.1,14.7,Cash,156.87
TRP104037,2024-06-16 03:34:00,Suburb,Mini,1,4.98,13.5,UPI,197.77
TRP100148,2025-03-24 15:13:19,Railway Station,Mini,1,6.84,23.2,UPI,159.86
TRP100285,2025-05-27 01:16:40,Airport,Mini,2,9.47,21.6,Card,280.21
TRP111641,2024-09-04 15:30:18,Airport,Sedan,3,4.35,13.1,UPI,204.49
TRP108555,2024-01-05 00:17:24,Business District,Sedan,1,2.34,8.0,UPI,173.68
TRP110131,2024-05-11 16:25:11,Railway Station,Mini,2,3.68,12.7,Cash,116.14
TRP109732,2024-12-12 21:25:11,Residential,SUV,2,5.6,28.2,UPI,250.43
TRP106770,2024-10-26 17:48:30,Mall,Auto,1,5.41,20.7,Wallet,104.13
TRP104443,2024-06-17 00:25:56,Mall,Auto,1,3.27,12.1,Card,91.22
TRP107446,2025-03-12 10:44:32,Mall,Mini,1,6.17,32.8,UPI,171.18
TRP100236,2024-12-28 03:51:25,Railway Station,Sedan,2,3.49,15.6,UPI,209.14
TRP111565,2025-03-19 06:24:08,Business District,Mini,2,3.78,14.0,Cash,106.86
TRP107123,2024-04-10 16:58:47,Airport,Mini,2,4.76,14.2,UPI,182.34
TRP110064,2024-04-18 04:50:08,Business District,Mini,3,3.27,11.3,Card,139.11
TRP103083,2024-07-04 10:29:13,Business District,Auto,1,3.39,14.4,Cash,50.51
TRP100632,2024-08-24 21:46:59,Residential,Sedan,3,4.16,20.9,Cash,216.39
TRP106813,2025-04-22 23:41:41,Residential,Mini,1,1.51,10.5,UPI,120.35
TRP102493,2024-08-16 14:32:15,Residential,Mini,3,13.0,29.4,UPI,228.49
TRP102665,2024-05-11 10:16:59,Railway Station,Sedan,1,6.02,29.7,Cash,243.75
TRP110232,2024-10-03 08:33:55,Residential,Mini,2,3.35,21.2,Wallet,152.8
TRP110485,2024-01-24 23:42:31,Business District,Sedan,2,2.77,14.3,UPI,166.95
TRP110909,2024-08-24 11:54:39,Residential,Mini,1,4.85,24.5,Cash,123.19
TRP110207,2025-03-25 01:34:34,Business District,Sedan,1,8.66,28.8,UPI,295.16
TRP104211,2025-01-24 14:50:20,Residential,Auto,3,0.9,,UPI,30.0
TRP109686,2024-03-16 07:02:10,Suburb,Sedan,1,2.89,11.3,Cash,141.83
TRP103874,2024-11-25 11:01:53,Business District,Sedan,6,3.14,16.3,Card,146.76
TRP109424,2024-04-15 19:27:30,Suburb,SUV,1,1.44,11.6,UPI,171.28
TRP102817,2024-03-10 14:42:17,Suburb,Sedan,5,6.56,18.2,Wallet,182.21
TRP109954,2025-05-12 05:20:29,Mall,Sedan,2,4.27,9.7,UPI,168.86
TRP111834,2024-09-11 07:12:21,Mall,Auto,1,5.58,18.9,Card,115.35
TRP110823,2024-06-12 10:55:48,Residential,Sedan,2,15.57,55.2,Cash,507.32
TRP107426,2025-03-30 11:19:43,Residential,Sedan,2,1.17,7.3,UPI,106.79
TRP110707,2024-06-27 22:34:10,Suburb,Auto,1,3.65,11.0,Wallet,56.17
TRP110211,2025-01-09 19:48:03,Residential,Sedan,1,4.35,21.9,UPI,196.43
TRP111092,2024-09-05 07:36:15,Business District,Sedan,1,6.76,15.9,Wallet,188.81
TRP109777,2024-09-15 00:51:12,Residential,Mini,5,2.79,10.0,UPI,176.63
TRP101735,2025-03-11 18:16:07,Suburb,SUV,4,7.57,28.7,Card,341.17
TRP107397,2024-02-17 20:22:20,Railway Station,SUV,1,3.07,16.5,Card,191.52
TRP104255,2024-11-25 22:25:45,Mall,Mini,1,5.52,25.5,Card,134.16
TRP109979,2024-09-24 10:30:54,Residential,Sedan,3,13.0,46.4,UPI,374.75
TRP102475,2024-10-11 16:58:36,Residential,SUV,2,10.83,39.2,Wallet,406.62
TRP105378,2025-06-01 23:03:47,Business District,SUV,0,4.43,9.1,UPI,273.42
TRP103713,2025-01-31 03:33:06,Airport,Auto,3,11.09,29.5,UPI,238.11
TRP110820,2024-04-13 01:09:05,Business District,Sedan,1,5.08,15.7,Card,1561.129311535061
TRP101804,2024-01-25 15:56:54,Business District,Sedan,1,7.57,20.1,Cash,196.29
TRP100707,2024-11-08 13:07:46,Airport,SUV,1,9.27,41.4,UPI,400.04
TRP111081,2024-01-23 09:16:11,Suburb,Mini,1,5.66,31.7,Wallet,169.03
TRP105189,2024-09-27 19:54:45,Business District,Sedan,3,8.56,28.9,Wallet,300.3
TRP105472,2024-10-16 04:12:32,Railway Station,Mini,1,2.32,7.2,Card,116.12
TRP100072,2024-09-09 18:22:23,Mall,Sedan,1,2.13,13.8,Cash,156.27
TRP107843,2024-02-05 14:42:11,Residential,Sedan,1,5.27,15.5,UPI,169.96
TRP105101,2024-02-29 13:16:42,Residential,Sedan,5,7.23,21.2,Wallet,181.67
TRP106764,2024-10-31 00:43:55,Residential,Sedan,1,7.26,15.5,UPI,212.2
TRP109382,2024-08-06 08:57:39,Residential,Sedan,5,6.05,19.7,UPI,241.52
TRP101125,2025-04-05 14:22:55,Residential,Mini,2,2.01,7.5,UPI,91.77
TRP101241,2025-02-28 10:18:15,Airport,SUV,3,3.91,19.6,Cash,288.0
TRP109936,2024-02-08 15:46:09,Business District,SUV,0,2.93,8.9,Cash,145.44
TRP102349,2024-10-21 04:19:23,Residential,Sedan,2,2.29,6.3,Card,138.06
TRP106602,2024-05-19 17:49:32,Residential,Mini,2,2.82,11.7,UPI,172.2
TRP106780,2025-01-16 10:53:39,Airport,Mini,3,2.87,17.6,Cash,186.2
TRP109769,2025-04-05 04:06:51,Residential,Sedan,2,13.7,32.5,UPI,457.31
TRP104358,2025-03-04 10:59:50,Suburb,SUV,2,2.38,12.6,UPI,221.44
TRP101343,2024-11-09 21:07:18,Suburb,Mini,3,6.85,27.5,UPI,226.83
TRP102259,2024-01-13 23:27:02,Residential,Sedan,1,2.6,7.1,Wallet,164.04
TRP110469,2025-01-19 11:27:50,Airport,SUV,4,31.01,127.4,Card,1376.05
TRP111549,2024-07-17 01:23:48,Residential,Auto,1,1.58,3.0,UPI,96.03
TRP108632,2025-02-16 08:43:02,Residential,Sedan,1,3.27,20.8,Cash,171.97
TRP106652,2025-04-08 10:18:33,Airport,Auto,1,3.72,18.0,UPI,170.15
TRP101100,2024-09-18 22:13:35,Airport,Sedan,1,10.53,31.0,Wallet,354.85
TRP109160,2025-06-19 18:27:37,Mall,Mini,1,6.41,31.1,UPI,194.34
TRP108841,2024-07-12 09:48:28,Business District,Mini,1,1.61,10.3,Card,122.09
TRP109738,2025-01-14 22:47:43,Residential,Sedan,1,7.15,15.7,UPI,166.57
TRP107327,2024-07-04 10:52:51,Suburb,Auto,3,8.81,44.3,UPI,170.23
TRP107622,2024-02-03 15:08:30,Business District,Sedan,4,2.44,13.7,Card,130.87
TRP100987,2024-06-21 15:40:12,Business District,Sedan,4,13.74,27.3,Card,348.78
TRP102852,2024-02-19 00:07:35,Suburb,SUV,1,2.97,9.3,UPI,222.56
TRP108853,2025-06-09 00:53:37,Railway Station,Sedan,1,0.93,4.4,Wallet,141.61
TRP100630,2025-02-06 08:55:20,Residential,Sedan,1,4.59,23.6,UPI,214.9
TRP101249,2025-06-17 22:37:26,Residential,Mini,3,4.78,18.2,UPI,126.38
TRP103179,2024-05-02 01:31:02,Suburb,Auto,3,3.1,12.0,Wallet,104.49
TRP100482,2024-05-16 18:43:28,Mall,Mini,3,5.31,22.6,Card,142.08
TRP109776,2024-06-02 03:59:21,Residential,Sedan,5,2.91,11.4,Card,195.4
TRP109654,2024-11-20 02:42:26,Residential,SUV,2,1.95,10.0,UPI,196.73
